iteration,started_at_epoch,ended_at_epoch,duration_seconds,cpu_request,cpu_limit,memory_request,memory_limit,heap_mib,gc_type,java_opts,throughput,response_time_ms,error_rate_pct,cpu_usage_cores,cpu_request_cores,cpu_limit_cores,memory_usage_mib,memory_request_mib,memory_limit_mib,acceptable,objective_score,rollout_status,test_status,notes
17,1773769188.3372808,1773769742.6023653,554.265,150m,200m,256Mi,384Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,99.75454545454545,594.7136171786924,0.0,0.022356994846734545,0.15,0.2,123.296875,256.0,384.0,True,384256494.95907176,success,success,
18,1773769742.6034315,1773770296.9596677,554.356,550m,1900m,256Mi,256Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,97.37391304347827,618.0434343251703,0.0,0.028755440174933283,0.55,1.9,163.2578125,256.0,256.0,True,256256520.66952127,success,success,
19,1773770296.9607809,1773770851.382164,554.421,250m,1500m,128Mi,384Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,97.455275,567.4015619446105,0.0,0.027684839425884154,0.25,1.5,163.51171875,128.0,384.0,True,384128469.9462869,success,success,
20,1773770851.3834448,1773771404.63003,553.247,850m,1800m,384Mi,384Mi,256,UseG1GC,-Xms256m -Xmx256m -XX:+UseG1GC,95.75729499999998,594.6662152120108,0.0,0.025677786263428537,0.85,1.8,257.21484375,384.0,384.0,True,384384498.9089202,success,success,
21,1773771404.631196,1773771958.8337743,554.203,550m,1300m,128Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,94.93420340909091,607.4164195443369,0.0,0.02747666936101867,0.55,1.3,122.8671875,128.0,256.0,True,256128512.48221612,success,success,
22,1773771958.8350134,1773772513.1369581,554.302,50m,200m,128Mi,256Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,97.51034363636363,599.6944946261269,0.0,0.021907848912762394,0.05,0.2,163.25390625,128.0,256.0,True,256128502.184151,success,success,
23,1773772513.1381733,1773773067.4294343,554.291,150m,300m,384Mi,384Mi,256,UseG1GC,-Xms256m -Xmx256m -XX:+UseG1GC,99.53636363636363,606.474568144455,0.0,0.029854152128401954,0.15,0.3,249.1484375,384.0,384.0,True,384384506.93820447,success,success,
24,1773773067.4307098,1773773621.6557472,554.225,850m,900m,128Mi,256Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,99.26086956521739,600.1681878514727,0.0,0.023828863471736562,0.85,0.9,163.46875,128.0,256.0,True,256128500.9073183,success,success,
25,1773773621.6570609,1773774175.9285812,554.272,150m,1100m,256Mi,384Mi,128,UseParallelGC,-Xms128m -Xmx128m -XX:+UseParallelGC,88.65541151515151,650.7094369835872,0.0,0.02400189228672557,0.15,1.1,128.52734375,256.0,384.0,True,384256562.0540255,success,success,
26,1773774175.9300551,1773774731.1064353,555.176,50m,100m,256Mi,512Mi,384,UseSerialGC,-Xms384m -Xmx384m -XX:+UseSerialGC,90.58418666666667,633.5009551211888,0.0,0.020626706503350557,0.05,0.1,194.84765625,256.0,512.0,True,512256542.91676843,success,success,
27,1773774731.1077967,1773775285.3402631,554.232,850m,1000m,256Mi,512Mi,128,UseParallelGC,-Xms128m -Xmx128m -XX:+UseParallelGC,88.83643363636364,656.3821740719698,0.0,0.026130348211308524,0.85,1.0,127.3125,256.0,512.0,True,512256567.5457404,success,success,
28,1773775285.3416536,1773775839.6225593,554.281,450m,600m,128Mi,512Mi,384,UseParallelGC,-Xms384m -Xmx384m -XX:+UseParallelGC,94.14791992424243,611.0861906119546,0.0,0.023850705904331505,0.45,0.6,194.7890625,128.0,512.0,True,512128516.9382707,success,success,
29,1773775839.6240227,1773776393.925081,554.301,50m,1600m,256Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,74.23663333333334,675.3790927916909,31.05528335926559,0.023063377602088778,0.05,1.6,123.046875,256.0,256.0,False,inf,success,success,
30,1773776393.9265726,1773776948.272106,554.346,50m,200m,128Mi,512Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,97.71618575757576,581.6777951091248,0.0,0.020919050281227612,0.05,0.2,163.76953125,128.0,512.0,True,512128483.96160936,success,success,
31,1773776948.2736208,1773777502.6202803,554.347,150m,1600m,256Mi,512Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,100.45454545454544,595.2710235015194,0.0,0.02438284874420093,0.15,1.6,163.28125,256.0,512.0,True,512256494.8164781,success,success,
32,1773777502.6217968,1773778057.1093798,554.488,850m,1600m,256Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,102.0,573.4383538618008,0.0,0.02942869672756617,0.85,1.6,123.21875,256.0,256.0,True,256256471.43835387,success,success,
33,1773778057.1109958,1773778611.483549,554.373,350m,1800m,384Mi,512Mi,256,UseG1GC,-Xms256m -Xmx256m -XX:+UseG1GC,92.5180681818182,602.9242793966249,0.0,0.024720784610277033,0.35,1.8,248.33203125,384.0,512.0,True,512384510.4062112,success,success,
34,1773778611.4851744,1773779165.8706205,554.385,750m,1200m,512Mi,512Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,99.7061318181818,550.2154024445897,0.0,0.025562825502987774,0.75,1.2,123.53125,512.0,512.0,True,512512450.5092706,success,success,
35,1773779165.8723354,1773779720.1235576,554.251,150m,800m,128Mi,384Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,100.14347636363638,553.1807905798033,0.0,0.02238307428506955,0.15,0.8,164.2890625,128.0,384.0,True,384128453.03731424,success,success,
36,1773779720.1252885,1773780274.302975,554.178,50m,800m,128Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,100.03692848484849,558.1742688748693,0.0,0.02649201206022282,0.05,0.8,122.96484375,128.0,256.0,True,256128458.1373404,success,success,
37,1773780274.3047695,1773780828.5893145,554.285,150m,200m,128Mi,256Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,81.16980295454546,617.4050833240509,25.664822899538713,0.020364244765216807,0.15,0.2,164.21484375,128.0,256.0,False,inf,success,success,
38,1773780828.5911252,1773781383.760184,555.169,350m,1600m,256Mi,512Mi,384,UseG1GC,-Xms384m -Xmx384m -XX:+UseG1GC,98.37875,580.4615747065802,0.0,0.02763811257223463,0.35,1.6,323.1875,256.0,512.0,True,512256482.0828247,success,success,
39,1773781383.7619958,1773781938.0484421,554.286,750m,1900m,256Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,99.539605,575.6687858155587,0.0,0.03496299496772226,0.75,1.9,123.4765625,256.0,256.0,True,256256476.12918082,success,success,
40,1773781938.0504344,1773782492.2438145,554.193,50m,400m,512Mi,512Mi,256,UseParallelGC,-Xms256m -Xmx256m -XX:+UseParallelGC,105.07826086956521,551.3680325386072,0.0,0.02561395516791199,0.05,0.4,167.2734375,512.0,512.0,True,512512446.2897716,success,success,
41,1773782492.245658,1773783045.4004283,553.155,750m,1400m,128Mi,512Mi,384,UseG1GC,-Xms384m -Xmx384m -XX:+UseG1GC,96.33842045454546,582.2291741323546,0.0,0.024505466778805725,0.75,1.4,326.8046875,128.0,512.0,True,512128485.8907537,success,success,
42,1773783045.402271,1773783599.6465724,554.244,50m,400m,384Mi,384Mi,256,UseSerialGC,-Xms256m -Xmx256m -XX:+UseSerialGC,101.29197272727274,545.4526780100009,0.0,0.028587914559411943,0.05,0.4,160.34765625,384.0,384.0,True,384384444.16070527,success,success,
43,1773783599.6484938,1773784153.820356,554.172,350m,800m,256Mi,256Mi,128,UseParallelGC,-Xms128m -Xmx128m -XX:+UseParallelGC,97.79187196969697,582.2960434622574,0.0,0.02376689619004148,0.35,0.8,129.8984375,256.0,256.0,True,256256484.5041715,success,success,
44,1773784153.8223574,1773784708.0564096,554.234,250m,600m,128Mi,384Mi,128,UseParallelGC,-Xms128m -Xmx128m -XX:+UseParallelGC,100.311145,569.6276090947575,0.0,0.028943091415346782,0.25,0.6,128.12890625,128.0,384.0,True,384128469.31646407,success,success,
45,1773784708.0584557,1773785262.3477633,554.289,150m,1800m,128Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,101.82727272727271,582.4701840863432,0.0,0.024712271658434898,0.15,1.8,123.546875,128.0,256.0,True,256128480.64291137,success,success,
46,1773785262.3499954,1773785816.5961106,554.246,350m,600m,256Mi,384Mi,128,UseParallelGC,-Xms128m -Xmx128m -XX:+UseParallelGC,99.52539818181818,546.8715627771288,0.0,0.02364586604219842,0.35,0.6,126.74609375,256.0,384.0,True,384256447.3461646,success,success,
47,1773785816.5982265,1773786370.7823226,554.184,50m,200m,128Mi,384Mi,256,UseParallelGC,-Xms256m -Xmx256m -XX:+UseParallelGC,96.31469068181818,578.1441610906172,0.0,0.02281108125719693,0.05,0.2,166.40234375,128.0,384.0,True,384128481.8294704,success,success,
48,1773786370.7846563,1773786925.0765193,554.292,450m,1500m,384Mi,384Mi,256,UseSerialGC,-Xms256m -Xmx256m -XX:+UseSerialGC,98.08973295454547,570.0551328088332,0.0,0.02485440113624106,0.45,1.5,160.80859375,384.0,384.0,True,384384471.96539986,success,success,
49,1773786925.0798717,1773787479.3333895,554.254,250m,700m,128Mi,256Mi,128,UseG1GC,-Xms128m -Xmx128m -XX:+UseG1GC,94.69196,605.5266752067774,0.0,0.026078175254994174,0.25,0.7,163.59375,128.0,256.0,True,256128510.8347152,success,success,
50,1773787479.3355896,1773788033.6557117,554.32,50m,1100m,256Mi,256Mi,128,UseSerialGC,-Xms128m -Xmx128m -XX:+UseSerialGC,94.35116318181818,617.5735963525916,0.0,0.026722380412671443,0.05,1.1,123.1796875,256.0,256.0,True,256256523.22243318,success,success,
